cod_imovel,entity_id,tier,distance_km
GO-5212204-156094615E67476AB099D9F46F6C0655,4029,slaughter_point,26.76030560011031
GO-5212204-294B806F6169468E98BB3456EC5158A4,SIE_10373806000189_1291/09_1,slaughter_point,12.637482138276068
GO-5212204-2B296F3D835C44D7BF1AD385C1D519A9,5484,slaughter_point,15.820848854103724
GO-5212204-3EC9EBA0E8B64C978796D37DE35E549F,5484,slaughter_point,20.506897127864068
GO-5212204-50D789C6D210454F80F32B313D791784,5484,slaughter_point,18.288619078885613
GO-5212204-57B761BC972B4CF1ACB6FB3191344583,5484,slaughter_point,16.461376021346535
GO-5212204-59B661AA7FEB45408462F5CD9717FC56,5484,slaughter_point,23.02980739104754
GO-5212204-5A18ED37BE2448B2BF618ECD096BF499,SIE_23397792000185_149816_1,slaughter_point,23.849209878085254
GO-5212204-5A626DA1611C4A4885618BD646CF0010,5484,slaughter_point,14.464797023566488
GO-5212204-5EA91F9370294F8F8F9447882810DD0B,5484,slaughter_point,9.61130272967682
GO-5212204-67B7F23029D24ACFAC7656714A14C2DB,4029,slaughter_point,22.26561780297129
GO-5212204-89767A2A870E408092A410DDBAFF342D,4029,slaughter_point,27.582031366072663
GO-5212204-8AE07816A270436D856E6EC821DE0A7B,4029,slaughter_point,26.823407190126506
GO-5212204-8F9A53F42FEE4187BBBC3E66F68CEEBE,48.0491.0063-1,intake_point,14.651711698191196
GO-5212204-B09F3674DFFF46D7AB8D2101F77AFC10,5484,slaughter_point,19.867156463191698
GO-5212204-BC0DD19983DE40DDA0F0E5BF93136C61,5484,slaughter_point,19.388271087089016
GO-5212204-BCCDDA00F01E4C72BA80402253DCB38A,5484,slaughter_point,21.70290637521716
GO-5219258-D8B970A69F30415F9FDEE84663A2210B,5484,slaughter_point,7.959597556197818
GO-5219258-E7F86639E6404DC4AD9B8DBFAFFB112B,5484,slaughter_point,15.302722367881008
