field_id,cod_imovel,annex1_commodity,field_area_ha,post2020_loss_ha
4974415,GO-5212204-8F9A53F42FEE4187BBBC3E66F68CEEBE,soy,221.03188808135306,46.17420782619426
4681779,GO-5212204-2B296F3D835C44D7BF1AD385C1D519A9,cattle,60.25302902666982,12.909262969805228
4668028,GO-5212204-2B296F3D835C44D7BF1AD385C1D519A9,cattle,27.53375424848075,9.535685592774282
4984281,GO-5212204-8F9A53F42FEE4187BBBC3E66F68CEEBE,soy,113.14028264160622,5.642639863972404
4679025,GO-5212204-2B296F3D835C44D7BF1AD385C1D519A9,cattle,5.016002917814786,3.118739976368598
4659940,GO-5219258-E7F86639E6404DC4AD9B8DBFAFFB112B,cattle,7.368014702373159,3.1087037557025057
4766627,GO-5212204-3EC9EBA0E8B64C978796D37DE35E549F,cattle,125.07547629845988,2.716818316042302
4685105,GO-5212204-57B761BC972B4CF1ACB6FB3191344583,cattle,6.580241637587376,2.481839554175935
4894338,GO-5212204-67B7F23029D24ACFAC7656714A14C2DB,cattle,272.96042721700104,1.5236911945234863
4681776,GO-5212204-B09F3674DFFF46D7AB8D2101F77AFC10,cattle,28.50180871200062,1.1992123598349458
