cod_imovel,annex1_commodity,post2020_loss_ha,entity_id,entity_kind,tier,basis,distance_km
GO-5212204-2B296F3D835C44D7BF1AD385C1D519A9,cattle,0.23083590244648686,76.0000.2301-9,trader,intake_point,observed,8063.2759079364205
GO-5212204-294B806F6169468E98BB3456EC5158A4,cattle,0.04921194294579322,76.0000.2301-9,trader,intake_point,observed,8063.275830150688
GO-5219258-D8B970A69F30415F9FDEE84663A2210B,cattle,0.4388010003216964,76.0000.2301-9,trader,intake_point,observed,8063.275834661375
GO-5212204-5A18ED37BE2448B2BF618ECD096BF499,cattle,0.04818844831859588,76.0000.2301-9,trader,intake_point,observed,8063.275935825149
GO-5219258-803E3D97C5A8498CBB0C2DFE0F2EB8E7,cattle,0.580325182383669,76.0000.2301-9,trader,intake_point,observed,8063.27584904241
GO-5212204-89767A2A870E408092A410DDBAFF342D,cattle,0.08655437831458196,76.0000.2301-9,trader,intake_point,observed,8063.276010400531
GO-5219258-E7F86639E6404DC4AD9B8DBFAFFB112B,cattle,3.1087037557025057,76.0000.2301-9,trader,intake_point,observed,8063.2759033337215
GO-5212204-3EC9EBA0E8B64C978796D37DE35E549F,cattle,0.28685838164956257,76.0000.2301-9,trader,intake_point,observed,8063.275928106693
GO-5212204-50D789C6D210454F80F32B313D791784,cattle,0.779567261092735,76.0000.2301-9,trader,intake_point,observed,8063.2759135064325
GO-5212204-BCCDDA00F01E4C72BA80402253DCB38A,cattle,0.46506731981398136,76.0000.2301-9,trader,intake_point,observed,8063.27595713831
GO-5212204-5EA91F9370294F8F8F9447882810DD0B,cattle,0.08152582965488415,76.0000.2301-9,trader,intake_point,observed,8063.275833922157
GO-5212204-D99E7FB413AF499E8845CAA36FC4353B,cattle,22.229237873034467,76.0000.2301-9,trader,intake_point,observed,8063.275975306946
GO-5212204-5A626DA1611C4A4885618BD646CF0010,cattle,10.803708043856142,76.0000.2301-9,trader,intake_point,observed,8063.275876233383
GO-5212204-B09F3674DFFF46D7AB8D2101F77AFC10,cattle,1.1992123598349458,76.0000.2301-9,trader,intake_point,observed,8063.275945506759
GO-5212204-BC0DD19983DE40DDA0F0E5BF93136C61,cattle,0.03735176565145663,76.0000.2301-9,trader,intake_point,observed,8063.275935421321
GO-5212204-156094615E67476AB099D9F46F6C0655,cattle,0.311626927452796,76.0000.2301-9,trader,intake_point,observed,8063.276011773039
GO-5212204-59B661AA7FEB45408462F5CD9717FC56,cattle,0.6036009219641439,76.0000.2301-9,trader,intake_point,observed,8063.275937328247
GO-5212204-67B7F23029D24ACFAC7656714A14C2DB,cattle,2.9525014547239747,76.0000.2301-9,trader,intake_point,observed,8063.275952981138
GO-5212204-8AE07816A270436D856E6EC821DE0A7B,cattle,0.38898276215280664,76.0000.2301-9,trader,intake_point,observed,8063.276002189018
GO-5207600-E22FF9A4A75344D3994CB002B90B6686,cattle,0.1431951107098698,76.0000.2301-9,trader,intake_point,observed,8063.2760120384055
GO-5212204-8F9A53F42FEE4187BBBC3E66F68CEEBE,soya,46.17420782619426,76.0000.2301-9,trader,intake_point,observed,8063.275987751839
GO-5219258-790AA7BBD80648C79EF9210095176353,cattle,0.606500714365493,76.0000.2301-9,trader,intake_point,observed,8063.275900452208
